Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
DIANA TAURASI,469872.0,PHX,469872.0,PHX,449544.0,PHX,449544.0,PHX,466000.0,PHX,23,42,36,17,19,29.0,14.9,4.8,11.9,40.0,2.4,7.2,33.3,3.0,3.5,85.7,0.4,3.4,3.8,3.4,1.9,0.6,0.3,2.6,26.3,0,0,-0.8,19,42,26,8,18,27.3,16.0,4.9,12.2,40.3,2.5,7.2,34.2,3.7,4.3,84.8,0.1,3.5,3.6,4.6,3.0,0.5,0.5,2.6,28.5,1,0,-2.5,10,41,31,13,18,31.0,16.7,4.8,13.0,37.3,3.0,8.8,33.7,4.1,4.6,89.4,0.3,3.2,3.4,3.9,2.7,0.7,0.6,2.9,29.6,0,0,-4.0,17,40,16,12,4,28.4,15.2,4.4,12.0,36.5,2.6,7.6,33.9,3.9,4.5,86.1,0.2,4.3,4.4,4.9,2.9,0.2,0.6,2.4,28.6,1,0,4.0,5,39,19,11,8,28.1,18.7,5.1,12.4,40.9,3.2,8.8,36.5,5.4,5.9,91.2,0.1,4.1,4.2,4.5,2.3,1.0,0.4,2.7,33.5,2,0,0.7
DANIELLE ROBINSON,,,465000.0,ATL,465000.0,IND,465000.0,IND,130000.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,35,32,15,17,21.6,5.8,2.2,4.8,46.1,0.3,1.0,29.0,1.1,1.5,75.0,0.3,1.9,2.2,3.3,1.3,0.7,0.1,2.0,13.2,0,0,1.7,70,34,31,4,27,23.6,7.4,2.7,6.5,41.9,0.3,1.3,22.5,1.6,1.9,85.0,0.4,2.5,2.9,3.8,1.6,0.7,0.2,1.4,16.2,1,0,-3.9,50,33,24,5,19,27.4,9.9,3.7,8.8,41.7,0.2,1.0,20.0,2.3,2.6,88.9,0.3,3.2,3.5,3.7,1.8,1.5,0.1,2.1,20.6,0,0,-5.1,63,32,22,18,4,22.4,7.4,2.8,5.5,51.2,0.2,0.6,38.5,1.5,1.9,81.0,0.2,2.2,2.4,3.3,1.3,0.9,0.1,1.7,15.2,0,0,5.8
JEWELL LOYD,491016.0,SEA,463030.0,SEA,463030.0,SEA,358500.0,SEA,358500.0,SEA,6,31,37,23,14,33.7,19.7,6.1,16.8,36.0,1.6,5.8,27.4,6.0,6.8,88.1,0.7,3.8,4.5,3.6,2.3,1.4,0.2,1.8,32.7,2,0,5.4,1,30,38,11,27,35.4,24.7,7.5,20.3,37.0,3.0,8.5,35.6,6.7,7.5,88.8,1.1,3.6,4.7,3.4,2.8,1.0,0.4,1.7,38.7,1,0,-3.8,11,29,36,22,14,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,0.6,2.1,2.6,3.4,2.2,1.1,0.2,1.8,27.2,0,0,5.3,7,28,31,20,11,31.0,17.9,6.2,14.8,42.0,2.1,5.6,37.6,3.4,3.8,88.9,0.8,3.3,4.0,3.8,2.3,1.5,0.2,2.1,31.1,0,0,5.1,17,27,22,18,4,27.8,15.5,5.1,11.5,44.3,1.8,4.5,39.0,3.5,4.0,87.5,0.6,1.7,2.4,3.2,1.9,1.5,0.3,1.5,26.2,0,0,8.3
ERICA WHEELER,444308.0,IND,444308.0,IND,365400.0,ATL,365400.0,LA,161600.0,IND,107,33,39,20,19,14.0,3.6,1.5,3.6,41.1,0.4,1.3,28.8,0.3,0.3,84.6,0.2,1.2,1.4,1.8,0.9,0.4,0.1,1.2,8.2,0,0,-1.2,46,33,40,13,27,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,0.4,2.6,3.0,5.0,2.1,1.1,0.1,2.4,21.0,3,0,-3.6,62,32,30,13,17,26.3,8.4,3.3,9.2,35.5,0.8,2.4,32.9,1.0,1.4,75.6,0.6,2.5,3.1,3.9,2.5,1.1,0.1,2.5,18.5,0,0,-2.0,27,31,32,12,20,30.2,13.6,5.0,12.0,41.7,1.0,2.9,35.5,2.5,3.1,82.7,0.5,2.6,3.1,4.8,2.7,1.3,0.3,2.7,25.6,2,0,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORIAH JEFFERSON,424500.0,CHI,424500.0,PHX,67141.0,MIN,525200.0,DAL,525200.0,DAL,137,30,23,10,13,8.0,1.3,0.4,1.8,21.4,0.2,0.8,21.1,0.4,0.4,90.0,0.1,0.3,0.4,1.3,0.3,0.3,0.0,0.7,3.9,0,0,-3.3,43,30,39,8,31,24.9,10.5,4.2,9.8,43.3,1.0,2.8,35.2,1.1,1.3,82.0,0.2,1.7,2.0,3.6,1.6,1.1,0.2,2.2,19.6,0,0,-6.1,47,29,31,13,18,26.1,10.4,3.8,8.4,45.2,1.2,2.5,47.4,1.7,2.1,81.5,0.4,2.1,2.4,4.7,2.2,1.2,0.1,2.2,21.3,1,1,-2.0,95,28,29,14,15,17.2,5.4,2.3,5.1,44.9,0.8,1.7,46.0,0.1,0.2,60.0,0.4,1.6,2.0,2.5,1.4,0.8,0.2,1.4,12.7,0,0,-0.3,95,27,9,3,6,16.7,5.0,2.0,4.8,41.9,0.2,0.7,33.3,0.8,1.3,58.3,0.9,2.2,3.1,2.1,1.7,0.8,0.2,1.9,12.4,0,0,-6.9
JONQUEL JONES,385000.0,NY,416150.0,NY,416150.0,CON,375500.0,CON,375500.0,CON,27,30,39,32,7,29.9,14.2,5.3,9.8,53.8,1.5,3.9,38.8,2.1,2.7,78.8,1.7,7.3,9.0,3.2,2.4,0.8,1.3,2.9,32.0,11,0,8.1,38,30,40,32,8,25.0,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2.0,86.3,2.6,5.8,8.4,1.8,2.1,0.6,1.3,2.8,26.1,11,0,8.2,19,29,33,23,10,26.4,14.6,5.3,10.4,51.3,1.2,3.4,36.9,2.7,3.4,80.2,2.6,6.0,8.6,1.8,2.6,1.1,1.2,2.7,30.6,11,0,7.7,4,28,27,24,3,31.7,19.4,7.1,13.8,51.5,1.6,4.3,36.2,3.6,4.5,80.2,2.5,8.7,11.2,2.8,2.9,1.3,1.3,3.1,40.0,18,0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABRINA IONESCU,410060.0,NY,410060.0,NY,213597.0,NY,213597.0,NY,213597.0,NY,9,26,38,30,8,32.1,18.2,6.3,15.9,39.4,2.8,8.4,33.3,2.8,3.1,89.8,0.7,3.7,4.4,6.2,2.7,1.0,0.3,1.2,34.3,3,0,7.4,16,26,36,29,7,31.5,17.0,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3.0,87.2,0.8,4.8,5.6,5.4,2.6,1.0,0.3,1.7,34.1,2,1,8.9,8,25,36,16,20,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,1.0,6.1,7.1,6.3,3.0,1.1,0.3,2.1,35.8,7,2,-1.1,37,24,30,11,19,30.0,11.7,3.8,9.9,37.9,1.8,5.5,32.5,2.4,2.6,91.1,0.7,5.0,5.7,6.1,3.2,0.6,0.5,1.8,27.6,5,1,-3.5,6,23,3,0,3,26.6,18.3,6.3,14.0,45.2,2.3,6.7,35.0,3.3,3.3,100,0.7,4.0,4.7,4.0,4.3,0.7,0.0,1.3,30.7,0,0,-8.7
KAHLEAH COPPER,490118.0,PHX,405000.0,CHI,405000.0,CHI,330000.0,CHI,330000.0,CHI,3,30,37,17,20,32.3,21.1,7.4,17.0,43.5,1.9,5.9,31.4,4.5,5.6,80.7,0.6,3.9,4.5,2.3,3.0,0.8,0.1,3.3,31.5,1,0,-3.1,7,29,38,17,21,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4.0,77.0,0.7,3.7,4.4,2.0,2.5,0.9,0.3,2.4,29.3,1,0,-1.7,15,28,31,23,8,28.8,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,1.0,4.6,5.7,2.3,2.0,0.5,0.0,2.4,25.8,4,0,5.5,22,27,32,16,16,30.8,14.4,5.4,11.8,45.9,0.8,2.7,30.6,2.8,3.4,81.8,1.2,3.0,4.2,1.8,1.9,0.9,0.3,3.0,23.4,0,0,0.0,20,26,22,12,10,31.3,14.8,6.0,12.1,49.6,1.0,2.8,34.4,1.9,2.5,73.2,1.0,4.5,5.5,2.1,2.5,1.0,0.2,2.4,25.7,0,0,3.1
KELSEY PLUM,400000.0,LV,400000.0,LV,400000.0,LV,423250.0,LV,423250.0,LV,11,30,38,25,13,34.0,17.8,6.1,14.4,42.3,2.9,7.9,36.8,2.7,3.1,86.6,0.3,2.3,2.6,4.2,2.4,0.7,0.0,2.7,28.9,0,0,5.6,8,29,39,33,6,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,0.2,2.2,2.4,4.5,2.1,1.1,0.0,2.4,30.3,2,0,14.2,2,28,36,26,10,32.8,20.2,6.8,14.8,46.0,3.1,7.5,42.0,3.5,4.1,83.9,0.3,2.4,2.7,5.1,2.6,1.0,0.1,2.5,33.2,2,0,7.8,18,27,26,20,6,25.5,14.8,4.9,11.3,43.7,1.7,4.4,38.6,3.3,3.5,94.4,0.4,2.1,2.5,3.6,1.7,1.0,0.0,2.2,24.7,0,0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETNIJAH LANEY-HAMILTON,400000.0,LV,398422.0,LV,398422.0,LV,232178.0,LV,232178.0,LV,35,31,28,21,7,30.3,11.8,4.3,9.4,45.6,1.5,3.6,40.2,1.7,1.9,90.6,1.1,3.1,4.2,3.3,2.4,1.1,0.0,2.1,23.1,0,0,9.7,31,30,40,32,8,30.0,12.8,5.0,10.0,49.9,1.5,3.8,39.2,1.3,1.7,79.1,0.8,2.5,3.3,2.4,1.9,0.9,0.1,2.2,21.9,0,0,7.5,40,29,9,3,6,28.3,11.2,4.2,10.0,42.2,1.2,3.2,37.9,1.6,1.8,87.5,0.1,3.2,3.3,2.8,2.7,0.4,0.1,2.7,19.7,0,0,-4.2,10,28,32,12,20,33.7,16.8,6.3,14.1,45.1,1.1,3.4,31.2,3.0,3.8,78.7,0.8,3.3,4.1,5.2,3.7,0.7,0.1,2.2,28.7,3,0,-5.6,11,27,22,7,15,33.3,17.2,6.5,13.5,48.1,1.4,3.4,40.5,2.8,3.4,82.7,1.1,3.8,4.9,4.0,3.0,1.6,0.1,2.5,30.7,4,0,-4.1
CHELSEA GRAY,392534.0,LV,392534.0,LV,392534.0,LV,386817.0,LV,195000.0,LA,56,32,27,20,7,26.0,8.6,3.1,7.6,40.8,1.0,2.9,33.8,1.4,1.8,81.3,0.2,2.7,2.9,4.9,2.4,1.3,0.7,1.4,21.3,1,0,5.7,24,31,40,34,6,32.2,15.3,5.6,11.5,49.0,1.6,3.8,42.1,2.4,2.7,89.7,0.3,3.7,4.0,7.3,2.5,1.4,0.6,1.8,32.2,10,1,10.9,23,30,35,25,10,29.7,13.7,5.2,10.7,49.1,1.0,2.9,34.0,2.3,2.5,91.0,0.3,2.9,3.2,6.1,2.3,1.6,0.3,1.5,27.8,1,0,8.1,42,29,32,24,8,28.9,11.1,4.6,10.2,45.4,0.8,2.2,38.0,1.0,1.1,88.9,0.5,2.4,2.9,5.9,2.8,1.2,0.3,1.3,23.6,1,0,5.7,26,28,22,15,7,30.6,14.0,5.5,12.5,44.2,0.8,2.7,30.5,2.1,2.2,93.9,0.7,3.0,3.7,5.3,2.7,1.5,0.1,1.7,27.0,0,0,4.5
AZURÁ STEVENS,385000.0,LA,385000.0,LA,140000.0,CHI,140000.0,CHI,214836.0,CHI,49,28,20,3,17,24.7,9.6,3.6,8.9,39.9,1.4,4.0,35.0,1.1,1.4,81.5,1.0,6.0,7.0,1.9,1.8,0.9,0.9,2.0,23.4,4,0,-5.9,41,28,35,14,21,26.0,10.8,4.3,10.5,40.4,1.0,3.1,32.1,1.3,1.7,75.4,1.5,4.4,5.9,1.1,1.5,1.2,0.9,2.6,23.1,3,0,-3.0,46,27,35,25,10,21.9,10.6,4.3,9.1,47.2,1.2,3.3,36.2,0.8,1.1,74.4,0.6,3.3,3.9,0.8,0.7,0.5,1.1,1.7,19.7,1,0,1.1,69,26,30,14,16,19.6,7.4,3.0,6.0,50.0,0.5,1.5,33.3,0.9,1.1,81.3,1.6,2.9,4.6,0.8,0.9,0.8,0.7,1.8,16.2,1,0,0.4,39,25,13,9,4,27.3,11.5,4.5,9.1,50.0,1.2,3.0,38.5,1.3,1.5,85.0,1.4,4.5,5.9,1.5,1.5,0.9,1.8,3.0,25.7,2,0,2.6
COURTNEY VANDERSLOOT,383670.0,NY,383670.0,NY,195000.0,CHI,406000.0,CHI,406000.0,CHI,76,35,31,24,7,22.3,6.4,2.6,5.9,44.5,0.6,2.2,26.9,0.5,1.0,54.8,0.4,2.2,2.6,4.8,1.8,0.8,0.5,1.7,16.9,1,0,4.7,42,35,39,32,7,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,0.5,3.0,3.5,8.1,2.7,1.3,0.6,2.0,26.8,8,0,8.4,37,34,32,23,9,26.5,11.8,4.3,8.8,48.1,0.9,2.5,36.7,2.3,3.1,76.5,0.7,3.2,3.9,6.5,2.7,1.2,0.5,1.7,26.4,4,0,6.2,46,33,32,16,16,30.5,10.5,4.0,9.3,43.3,1.1,3.3,34.6,1.3,1.5,85.7,0.5,2.9,3.4,8.6,3.0,1.7,0.4,2.1,27.8,10,0,2.1,28,32,22,12,10,31.5,13.6,4.9,9.9,49.1,1.4,3.5,39.5,2.5,2.9,88.9,0.5,3.0,3.5,10.0,2.5,1.2,0.4,2.1,31.6,9,0,6.3
ARIEL ATKINS,400000.0,WAS,345000.0,WAS,345000.0,WAS,345000.0,WAS,214836.0,WAS,24,28,40,14,26,29.9,14.9,5.4,12.4,43.7,2.0,5.5,35.7,2.1,2.5,84.8,0.9,2.5,3.4,3.1,2.3,1.5,0.4,2.8,27.2,0,0,-2.0,37,27,27,15,12,25.2,11.5,3.9,9.3,41.4,1.6,4.6,33.9,2.3,2.5,89.7,0.7,2.4,3.1,2.3,1.3,1.2,0.3,2.6,21.4,1,0,2.6,18,26,36,22,14,30.0,14.6,5.1,12.2,42.0,1.9,5.3,36.5,2.4,2.9,84.5,0.9,2.3,3.3,2.3,1.4,1.3,0.3,2.8,25.3,0,0,4.2,12,25,30,10,20,30.6,16.2,5.4,13.2,40.7,2.2,6.1,35.9,3.3,3.9,83.1,1.1,1.6,2.8,2.6,2.0,1.6,0.5,3.2,28.1,0,0,-1.5,19,24,22,9,13,31.0,14.8,5.0,11.4,43.8,2.0,4.9,41.1,2.8,3.2,88.6,0.8,2.1,2.9,2.4,1.9,1.8,0.3,2.6,26.2,0,0,1.6
ISABELLE HARRISON,320000.0,CHI,320000.0,CHI,463365.0,DAL,463365.0,DAL,463365.0,DAL,74,31,36,11,25,16.3,6.5,2.6,6.6,39.9,0.1,0.5,16.7,1.1,1.4,82.0,1.1,2.9,3.9,0.8,1.1,0.6,0.3,1.3,13.0,3,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,29,35,17,18,18.4,8.7,3.3,7.1,46.6,0.1,0.1,100,2.1,2.4,86.7,1.4,2.9,4.3,1.3,1.3,0.7,0.1,2.1,16.2,3,0,-0.8,43,28,28,13,15,23.7,10.9,4.6,8.6,53.8,0.0,0.0,0.0,1.7,2.1,78.3,1.6,4.3,5.9,1.1,1.5,1.1,0.7,2.5,21.5,3,0,3.4,78,27,13,5,8,19.9,6.4,2.6,5.8,44.7,0.0,0.2,0.0,1.2,1.5,78.9,1.5,3.2,4.6,1.4,1.4,0.7,0.4,2.5,14.5,1,0,-0.5
STEFANIE DOLSON,345000.0,WAS,320000.0,NY,320000.0,NY,355250.0,CHI,355250.0,CHI,51,32,39,14,25,26.0,9.5,3.4,7.2,47.5,1.8,4.0,46.5,0.8,1.1,78.6,0.8,4.1,4.9,2.6,1.7,0.5,0.5,2.9,20.9,1,0,-2.0,100,32,23,18,5,11.9,4.0,1.5,3.0,51.5,0.5,1.1,46.2,0.5,0.6,78.6,0.6,1.4,2.0,1.2,0.9,0.0,0.3,1.8,8.3,0,0,1.2,64,31,36,16,20,23.0,8.1,3.1,6.4,49.3,0.7,1.8,39.4,1.1,1.2,90.5,1.2,3.6,4.8,1.8,1.6,0.4,0.8,3.1,17.7,1,0,-1.2,68,30,24,14,10,20.0,7.5,3.0,6.1,48.6,0.8,2.0,40.4,0.8,0.8,94.7,0.7,2.9,3.5,1.3,1.3,0.3,0.8,2.7,15.1,0,0,2.6,77,29,15,8,7,18.2,6.4,2.3,4.7,49.3,0.8,2.1,37.5,0.9,1.3,73.7,0.7,2.7,3.5,1.7,1.0,0.4,0.9,3.2,14.9,0,0,1.6
EZI MAGBEGOR,314650.0,SEA,314650.0,SEA,189042.0,SEA,189042.0,SEA,189042.0,SEA,38,25,37,23,14,30.7,11.7,4.6,9.1,51.2,0.4,1.4,24.5,2.1,2.4,87.4,2.2,5.8,8.0,2.0,1.4,1.1,2.2,3.2,28.6,8,0,4.4,29,24,40,11,29,32.6,13.8,5.4,10.6,51.3,0.8,2.0,38.5,2.2,3.1,69.9,1.6,6.5,8.1,2.6,2.4,1.1,1.9,3.2,31.1,10,0,-3.0,52,23,33,20,13,24.7,9.5,4.0,7.3,55.0,0.3,0.9,34.5,1.2,1.6,73.6,1.6,4.0,5.6,1.4,1.4,0.9,1.8,2.9,22.1,2,0,1.7,76,22,30,20,10,15.2,6.7,2.7,5.3,50.9,0.2,0.3,55.6,1.1,1.3,84.6,1.5,2.3,3.8,0.8,0.9,0.6,0.9,2.2,14.5,1,0,0.1,75,21,22,18,4,13.3,6.5,2.8,5.0,56.9,0.0,0.1,33.3,0.9,1.2,70.4,1.1,1.3,2.5,0.3,0.4,0.5,0.7,2.0,11.9,0,0,3.0
KAYLA THORNTON,222000.0,NY,305956.0,NY,305956.0,DAL,305956.0,DAL,262900.0,DAL,83,32,40,32,8,20.2,5.5,1.9,5.1,37.9,1.1,3.2,35.7,0.6,0.7,84.6,1.0,1.6,2.6,0.7,0.6,0.7,0.2,1.4,11.8,0,0,2.7,96,31,40,32,8,17.3,4.5,1.6,3.8,43.3,0.6,2.0,31.3,0.6,0.8,76.7,1.2,2.3,3.5,0.7,0.5,0.7,0.3,1.7,11.2,0,0,2.8,66,30,36,18,18,29.2,8.0,2.7,5.8,46.9,0.7,2.1,32.5,1.9,2.3,82.9,1.8,4.1,5.9,1.8,1.2,1.1,0.6,2.7,19.6,0,0,-0.3,67,29,31,14,17,27.6,7.5,2.7,6.4,42.1,0.7,2.0,34.9,1.5,1.7,84.9,2.1,3.5,5.6,1.5,1.0,0.8,0.2,2.0,17.4,2,0,-2.8,64,28,22,8,14,25.3,7.3,2.5,5.8,42.5,1.1,3.3,34.7,1.3,1.5,87.5,1.5,3.7,5.1,0.8,1.1,0.9,0.2,3.0,16.5,2,0,-1.6
DIAMOND DESHIELDS,100000.0,CHI,304500.0,DAL,304500.0,PHX,232178.0,CHI,232178.0,CHI,96,29,32,11,21,13.8,4.5,1.8,5.0,34.8,0.3,1.6,17.3,0.7,1.1,61.1,0.2,1.2,1.4,1.3,0.9,0.6,0.3,1.6,9.3,0,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,28,30,13,17,25.3,13.1,4.7,12.2,38.8,0.7,3.0,23.6,2.9,3.8,76.5,0.6,3.2,3.8,2.2,2.3,1.0,0.5,3.3,22.9,1,0,-3.9,40,27,32,16,16,26.9,11.3,3.8,9.8,39.3,0.8,2.5,30.0,2.8,3.5,82.0,0.4,3.1,3.5,2.3,1.9,1.2,0.4,3.2,21.0,0,0,-0.2,71,26,13,9,4,17.2,6.8,2.8,6.4,43.4,0.2,1.4,16.7,1.1,1.4,77.8,0.2,1.5,1.8,1.5,2.3,0.9,0.1,2.1,12.4,0,0,-0.4
SOPHIE CUNNINGHAM,304500.0,PHX,304500.0,PHX,75000.0,PHX,189522.0,PHX,189522.0,PHX,59,28,40,19,21,27.7,8.4,2.6,6.0,42.9,1.7,4.5,37.8,1.5,1.7,87.0,0.4,3.5,3.9,2.0,1.0,1.0,0.3,2.3,18.5,1,0,-1.0,39,27,31,9,22,29.0,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,0.5,2.3,2.8,2.1,1.5,0.6,0.4,3.2,20.1,0,0,-6.2,34,26,28,12,16,29.5,12.6,4.3,9.5,44.9,2.5,6.3,40.0,1.5,1.7,87.5,0.7,3.7,4.4,1.6,1.0,1.0,0.4,3.4,23.8,0,0,-1.5,92,25,30,19,11,17.5,5.6,2.0,4.5,43.7,1.1,2.6,41.0,0.6,0.9,70.4,0.3,1.7,2.0,1.1,0.5,0.5,0.2,1.9,11.2,0,0,1.1,96,24,21,12,9,18.8,5.0,1.7,4.3,38.5,0.6,2.4,23.5,1.0,1.2,88.0,0.4,0.6,1.0,0.8,0.7,0.5,0.1,2.2,8.7,0,0,3.7
BRIANNA TURNER,300000.0,CHI,300000.0,PHX,197503.0,PHX,197503.0,PHX,197503.0,PHX,138,28,27,10,17,9.4,1.2,0.6,1.0,61.5,0.0,0.0,0.0,0.0,0.1,50.0,0.4,1.6,2.0,0.4,0.4,0.3,0.5,1.0,5.2,0,0,-3.9,112,27,40,9,31,26.3,3.5,1.7,2.6,65.0,0.0,0.0,0.0,0.2,0.3,50.0,1.3,5.1,6.3,1.3,1.5,1.0,1.1,2.2,15.2,0,0,-7.3,110,26,35,15,20,33.4,4.3,1.9,3.2,60.7,0.0,0.0,0.0,0.4,0.9,50.0,2.0,4.8,6.8,2.3,1.4,1.3,1.6,2.3,19.1,1,0,-0.4,63,25,32,19,13,31.1,7.8,3.4,6.1,55.4,0.0,0.0,0.0,1.0,1.4,71.7,2.4,7.0,9.4,1.8,1.5,0.8,1.3,2.2,23.1,6,0,4.7,66,24,22,13,9,27.9,7.2,3.0,5.2,57.9,0.0,0.0,0.0,1.2,1.9,64.3,2.6,6.4,9.0,1.8,1.4,1.1,2.0,3.0,24.1,4,0,1.3
RIQUNA WILLIAMS,,,294350.0,LV,294350.0,LV,91250.0,LV,222000.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,33,21,15,6,18.0,6.7,2.1,5.6,38.1,1.6,4.4,36.6,0.8,1.0,76.2,0.2,1.8,2.0,1.2,0.3,0.4,0.1,1.7,12.6,0,0,2.5,45,32,32,24,8,26.0,10.5,3.6,8.0,44.4,2.0,4.7,41.7,1.4,1.6,92.0,0.2,2.4,2.6,1.6,0.7,0.8,0.4,1.5,18.9,0,0,4.7,46,31,21,14,7,21.1,10.5,3.9,8.9,43.5,2.0,4.9,42.2,0.8,0.9,88.9,0.1,1.7,1.8,1.5,0.9,1.1,0.3,2.0,18.8,0,0,-0.1
SAMI WHITCOMB,287500.0,SEA,287500.0,SEA,300700.0,NY,300700.0,NY,168000.0,SEA,89,36,40,25,15,15.3,5.0,1.8,5.2,34.6,1.2,4.0,29.2,0.2,0.3,81.8,0.4,1.5,1.9,1.6,1.0,0.8,0.2,1.4,11.6,0,0,1.0,48,35,40,11,29,24.5,9.7,3.2,8.0,40.0,2.2,5.8,38.5,1.1,1.3,83.0,0.5,2.4,2.9,2.9,2.0,0.9,0.4,1.9,20.1,1,0,-1.2,86,34,35,16,19,21.3,6.5,2.1,5.7,36.8,1.7,4.8,35.1,0.6,0.7,87.0,0.3,2.1,2.3,2.3,1.4,0.7,0.1,1.6,14.6,0,0,-2.2,38,33,30,12,18,28.1,11.7,4.1,8.7,47.3,2.5,6.0,42.5,0.9,1.1,81.8,0.3,4.7,5.0,2.7,2.1,1.0,0.3,1.8,24.7,0,0,-3.1,59,32,22,18,4,16.5,8.1,2.8,6.4,44.3,1.5,3.8,38.1,1.0,1.0,100,0.2,2.1,2.3,2.0,1.0,0.7,0.1,1.4,15.5,0,0,3.9
KIA NURSE,285000.0,LA,285000.0,SEA,73542.0,PHX,191720.0,PHX,191720.0,NY,63,28,40,8,32,20.3,7.6,2.6,6.6,38.8,1.3,4.0,33.1,1.2,1.5,79.3,0.4,1.2,1.6,1.3,1.2,0.5,0.0,1.8,12.8,0,0,-3.9,79,28,40,11,29,19.7,5.9,2.0,5.8,34.3,1.3,3.6,35.0,0.6,0.7,88.9,0.3,2.0,2.3,1.3,0.7,0.6,0.1,1.9,12.0,0,0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,26,32,19,13,26.1,9.5,3.1,8.5,35.9,1.8,5.2,35.3,1.5,1.9,79.0,0.4,3.1,3.5,1.8,1.5,0.5,0.1,2.3,17.8,0,0,0.8,38,25,21,2,19,27.5,12.2,3.2,11.9,27.3,1.5,6.2,23.8,4.2,4.9,86.4,0.5,2.3,2.9,2.3,2.2,0.5,0.2,1.8,20.2,0,0,-8.6
